,№ - ТОП,№,Адрес,Площадь м2,Год,Этажей,Подьездов,Помещений / Квартир
1952,,31714.0,"ул. Юровская, д. 94, к. 4, Москва",1689.6,2007,2,,
1953,,31715.0,"ул. Юровская, д. 94, к. 5, Москва",1444.2,2007,2,,
1954,,31716.0,"ул. Юровская, д. 94, к. 6, Москва",1158.5,2007,2,,
1955,,31717.0,"ул. Юровская, д. 94, к. 7, Москва",1329.5,2007,2,,
1956,,31726.0,"п. Воскресенское, п. Воскресенское, ул. Юрьев Сад, д. 5, Москва",925.5,2010,2,,
1958,,417.0,"г. Зеленоград, п. Малино, д. 1, Москва",472.0,2009,1,,
1959,,418.0,"г. Зеленоград, п. Малино, д. 3, Москва",470.0,2009,1,,
1960,,419.0,"г. Зеленоград, п. Малино, д. 5, Москва",472.0,2009,1,,
1961,,420.0,"г. Зеленоград, п. Малино, д. 9, Москва",472.0,2009,1,Не указано,Не указано
1962,,421.0,"г. Зеленоград, п. Малино, д. 13, Москва",469.0,2009,1,,
1963,,422.0,"г. Зеленоград, п. Малино, д. 11, Москва",472.0,2009,1,,
1964,,423.0,"г. Зеленоград, п. Малино, д. 15, Москва",470.0,2009,1,,
1965,,424.0,"г. Зеленоград, п. Малино, д. 17, Москва",469.0,2009,1,,
1966,,425.0,"г. Зеленоград, п. Малино, д. 19, Москва",469.0,2009,1,,
1967,,426.0,"г. Зеленоград, п. Малино, д. 21, Москва",469.0,2009,1,,
1968,,427.0,"г. Зеленоград, п. Малино, д. 23, Москва",469.0,2009,1,,
1969,,525.0,"п. Мосрентген, п. завода Мосрентген, д. 2а (в/г Теплый Стан тер), Москва",56.3,1950,1,,
1970,,526.0,"п. Мосрентген, п. завода Мосрентген, д. 12 (в/г Теплый Стан тер), Москва",40.0,1950,1,,
1971,,527.0,"п. Мосрентген, п. завода Мосрентген, д. 13 (в/г Теплый Стан тер), Москва",65.5,1950,1,,
1972,,528.0,"п. Мосрентген, п. завода Мосрентген, д. 51 (в/г Теплый Стан тер), Москва",168.5,1957,1,,
1973,,529.0,"п. Мосрентген, п. завода Мосрентген, д. 52 (в/г Теплый Стан тер), Москва",165.2,1957,1,,
1974,,530.0,"п. Мосрентген, п. завода Мосрентген, д. 53 (в/г Теплый Стан тер), Москва",178.8,1957,1,,
1975,,531.0,"п. Мосрентген, п. завода Мосрентген, д. 85 (в/г Теплый Стан тер), Москва",149.4,1960,1,,
1976,,532.0,"п. Мосрентген, п. завода Мосрентген, д. 86, Москва",178.1,1961,1,,
1977,,533.0,"п. Мосрентген, п. завода Мосрентген, д. 87 (в/г Теплый Стан тер), Москва",167.2,1961,1,,
1978,,534.0,"п. Мосрентген, п. завода Мосрентген, д. №9 (в/г Теплый Стан тер), Москва",453.1,2007,1,,
1979,,538.0,"п. Первомайское, д. Жуковка, д. 4, Москва",93.2,1971,1,,
1980,,539.0,"п. Первомайское, д. Жуковка, д. 6(50/100), Москва",92.2,1972,1,,
1981,,540.0,"п. Первомайское, д. Жуковка, д. 7(75/100), Москва",154.1,1972,1,,
1982,,541.0,"п. Первомайское, д. Жуковка, д. 11, Москва",92.0,1974,1,,
1983,,542.0,"п. Первомайское, д. Жуковка, д. 12, Москва",129.1,1971,1,,
1984,,543.0,"п. Первомайское, д. Жуковка, д. 14, Москва",178.3,1974,1,,
1985,,544.0,"п. Первомайское, д. Жуковка, д. 16(50100), Москва",166.5,1987,1,,
1986,,545.0,"п. Первомайское, д. Жуковка, д. 20(2/3), Москва",148.4,1978,1,,
1987,,546.0,"п. Первомайское, д. Жуковка, д. 22, Москва",65.1,1985,1,,
1988,,547.0,"п. Первомайское, д. Жуковка, д. 26, Москва",118.0,1988,1,,
1989,,548.0,"п. Первомайское, д. Жуковка, д. 27(50/100), Москва",168.9,1988,1,,
1990,,549.0,"п. Первомайское, д. Жуковка, д. 28(50/100), Москва",342.9,1990,1,,
1991,,558.0,"п. Мосрентген, п. завода Мосрентген, д. 5, в/г Теплый Стан тер, Москва",40.1,1950,1,Не указано,Не указано
1992,,559.0,"п. Мосрентген, п. завода Мосрентген, д. 22, в/г Теплый Стан тер., Москва",41.1,1950,1,,
1993,,560.0,"п. Мосрентген, п. завода Мосрентген, д. 24, в/г Теплый Стан тер., Москва",43.7,1950,1,,
1994,,573.0,"п. Кокошкино, п. Станция Бекасово, д. 1б, Москва",157.4,1946,1,,
1995,,662.0,"г. Нижний Новгород, кп. Зеленый Город, тер. Детский оздоровительный лагерь Чайка, д. 5л",98.7,1949,1,,
1996,,667.0,"р-н. Серпуховский, пгт. Кирпичный Завод, д. 9",229.6,1953,1,,
1997,,825.0,"пер. Зачатьевский 1-й, д. 6, стр. 1, Москва",3897.5,1,1,,
1998,,879.0,"проезд. Краснокурсантский 1-й, д. 1/4, Москва",1542.0,1917,1,,
1999,,1641.0,"ул. 1905 года, д. 16, Москва",4210.6,1962,1,,
2000,,1991.0,"ул. Курьяновская 2-я, д. 13, Москва",162.9,1952,1,,
2001,,2116.0,"линия. Северная 2-я, д. 5, Москва",77.6,1952,1,,
2002,,2119.0,"линия. Северная 2-я, д. 9, Москва",77.2,1952,1,,
2003,,2223.0,"аллея. Чоботовская 2-я, д. 3, Москва",251.9,1935,1,,
2004,,2551.0,"ул. Курьяновская 3-я, д. 26, Москва",149.5,1952,1,,
2005,,2554.0,"ул. Курьяновская 3-я, д. 31, Москва",152.1,1952,1,,
2006,,2910.0,"линия. Северная 4-я, д. 1, Москва",55.4,1949,1,,
2007,,2911.0,"линия. Северная 4-я, д. 2, Москва",56.2,1949,1,,
2008,,2912.0,"линия. Северная 4-я, д. 3, Москва",89.3,1949,1,,
2009,,2913.0,"линия. Северная 4-я, д. 5, Москва",105.2,1949,1,,
2010,,3386.0,"ул. Лазенки 7-я, д. 2, Москва",214.0,1953,1,,
2011,,3387.0,"ул. Лазенки 7-я, д. 4, Москва",229.0,1935,1,,
2012,,3388.0,"ул. Лазенки 7-я, д. 6, Москва",158.0,1953,1,,
2013,,3389.0,"ул. Лазенки 7-я, д. 8, Москва",200.0,1930,1,,
2014,,3390.0,"ул. Лазенки 7-я, д. 10, Москва",273.0,1953,1,,
2015,,3394.0,"ул. Лазенки 7-я, д. 26, Москва",629.0,1935,1,,
2016,,3412.0,"аллея. Чоботовская 7-я, д. 3, Москва",140.0,1972,1,,
2017,,3586.0,"линия. Северная 4-я, д. 4, Москва",95.4,1949,1,,
2018,,4904.0,"ул. Арбат, д. 32, Москва",2795.0,1870,1,,
2019,,6447.0,"ул. Бутовская Б., д. 3, Москва",434.0,1917,1,,
2020,,6514.0,"ул. Косинская Б., д. 50, Москва",97.9,1955,1,,
2021,,6515.0,"ул. Косинская Б., д. 56, Москва",183.0,1917,1,1,4
2022,,6516.0,"ул. Косинская Б., д. 160а, к. 1, Москва",427.3,2009,1,,
2023,,6517.0,"ул. Косинская Б., д. 160а, к. 2, Москва",426.7,2009,1,,
2024,,6518.0,"ул. Косинская Б., д. 160а, к. 3, Москва",429.1,2009,1,,
2025,,6519.0,"ул. Косинская Б., д. 160а, к. 5, Москва",857.7,2009,1,,
2026,,6520.0,"ул. Косинская Б., д. 160а, к. 6, Москва",860.1,2009,1,,
2027,,6521.0,"ул. Косинская Б., д. 160а, к. 7, Москва",1718.9,2009,1,,
2029,,8683.0,"ул. Вешних Вод, д. 4, стр. 196, Москва",418.0,1983,1,,
2030,,8686.0,"ул. Вешних Вод, д. 4, стр. 142, Москва",324.0,1959,1,,
2031,,9525.0,"г. Троицк, ул. Высотная, д. 7, Москва",194.3,1967,1,,
2032,,10189.0,"ул. Головачева, д. 2, к. в/г 10/5, инв.10, Москва",770.0,1939,1,,
2033,,10190.0,"ул. Головачева, д. 2, к. в/г 10/5, инв. 11, Москва",731.0,1937,1,,
2034,,10196.0,"ул. Головачева, д. 2, стр. инв10, Москва",770.0,1939,1,,
2035,,10197.0,"ул. Головачева, д. 2, стр. инв11, Москва",731.0,1937,1,,
2036,,11138.0,"ш. Дмитровское, д. 172, Москва",191.6,1898,1,,
2037,,11357.0,"аллея. Долгопрудная, д. 1, к. 118, Москва",246.3,Не заполнено,1,,
2038,,12091.0,"ул. Заветная, д. 11, Москва",125.0,1954,1,,
2039,,12092.0,"ул. Заветная, д. 15А, Москва",123.0,1954,1,,
2040,,12269.0,"п. Первомайское, п. Птичное, ул. Заречная, д. 30, Москва",53.0,1962,1,,
2041,,12270.0,"п. Первомайское, п. Птичное, ул. Заречная, д. 34(42/100), Москва",67.0,1964,1,,
2042,,12271.0,"п. Первомайское, п. Птичное, ул. Заречная, д. 38(180/400), Москва",64.0,1979,1,,
2043,,12608.0,"ул. Златоустовская, д. 29, Москва",156.6,1917,1,,
2044,,12609.0,"ул. Златоустовская, д. 45А, Москва",156.6,1917,1,,
2045,,12610.0,"ул. Златоустовская, д. 56, Москва",189.0,1918,1,,
2046,,12611.0,"ул. Златоустовская, д. 66, Москва",148.0,1918,1,,
2047,,13361.0,"ул. Камова, д. 4, Москва",125.0,1959,1,,
2048,,13364.0,"ул. Камова, д. 6, Москва",138.3,1962,1,,
2049,,13375.0,"ул. Камова, д. 33, Москва",135.3,1908,1,,
2050,,13376.0,"ул. Камова, д. 37, стр. 1, Москва",53.1,1918,1,,
2051,,14782.0,"ул. Космонавтов, д. 8, к. 3, Москва",4240.0,1970,1,1,98
2052,,15052.0,"ул. Красного Маяка, д. 26, к. 1, Москва",471.5,2009,1,,
2053,,15053.0,"ул. Красного Маяка, д. 26, к. 2, Москва",476.6,2009,1,,
2054,,15054.0,"ул. Красного Маяка, д. 26, к. 3, Москва",475.7,2009,1,,
2055,,15055.0,"ул. Красного Маяка, д. 26, к. 4, Москва",477.5,2009,1,,
2056,,15183.0,"ул. Красносолнечная, д. 12, Москва",115.4,1960,1,,
2057,,15184.0,"ул. Красносолнечная, д. 31, Москва",124.0,1959,1,,
2058,,15986.0,"пр-кт. Ленинградский, д. 48, Москва",9228.0,1951,1,,
2059,,16056.0,"ш. Ленинградское, д. 25, стр. 6, Москва",6237.0,2012,1,,
2060,,16142.0,"ул. Лениногорская, д. 5, Москва",67.8,1918,1,,
2061,,16145.0,"ул. Лениногорская, д. 21, Москва",190.0,1961,1,,
2062,,16786.0,"ул. Лосиноостровская, д. 12/14, Москва",135.0,1917,1,,
2063,,17044.0,"п. Новофедоровское, п. Рассудово, ул. Майская, д. 2, Москва",125.0,1960,1,,
2067,,18954.0,"ул. Михельсона, д. 35, Москва",118.0,1918,1,,
2068,,18955.0,"ул. Михельсона, д. 42, Москва",104.0,1918,1,,
2069,,18956.0,"ул. Михельсона, д. 47, Москва",65.0,1962,1,,
2070,,18957.0,"ул. Михельсона, д. 58, Москва",155.5,1918,1,,
2071,,19353.0,"ул. Москворецкая, д. 9, Москва",179.1,1925,1,,
2072,,19354.0,"ул. Москворецкая, д. 11, Москва",75.3,1957,1,,
2073,,19480.0,"ул. Муромская, д. 3, Москва",114.0,1958,1,,
2074,,19481.0,"ул. Муромская, д. 5, Москва",86.0,1958,1,,
2075,,19482.0,"ул. Муромская, д. 7, Москва",85.0,1958,1,,
2076,,19483.0,"ул. Муромская, д. 11, Москва",100.0,1959,1,,
2077,,19484.0,"ул. Муромская, д. 13, Москва",147.0,1959,1,,
2078,,19485.0,"ул. Муромская, д. 14, Москва",171.0,1963,1,,
2079,,19486.0,"ул. Муромская, д. 15, Москва",130.0,1959,1,,
2080,,19487.0,"ул. Муромская, д. 19, Москва",106.0,1958,1,,
2081,,19488.0,"ул. Муромская, д. 21, Москва",110.0,1964,1,1,2
2082,,19489.0,"ул. Муромская, д. 23, Москва",92.0,1959,1,,
2083,,19490.0,"ул. Муромская, д. 27, Москва",92.0,1959,1,,
2084,,19491.0,"ул. Муромская, д. 29, Москва",86.0,1958,1,,
2085,,19492.0,"ул. Муромская, д. 31, Москва",86.0,1959,1,,
2086,,19493.0,"ул. Муромская, д. 32, Москва",104.0,1958,1,,
2087,,19494.0,"ул. Муромская, д. 33, Москва",79.0,1959,1,,
2088,,19495.0,"ул. Муромская, д. 37, Москва",86.0,1959,1,,
2089,,19496.0,"ул. Муромская, д. 39, Москва",127.0,1959,1,,
2090,,19497.0,"ул. Муромская, д. 43, Москва",108.0,1959,1,,
2091,,19498.0,"ул. Муромская, д. 45, Москва",86.0,1959,1,,
2092,,19499.0,"ул. Муромская, д. 47, Москва",86.0,1959,1,,
2093,,19500.0,"ул. Муромская, д. 49, Москва",93.0,1959,1,,
2094,,19501.0,"ул. Муромская, д. 51, Москва",91.0,1959,1,,
2095,,19502.0,"ул. Муромская, д. 55, Москва",140.0,1959,1,,
2096,,19503.0,"ул. Муромская, д. 57, Москва",112.0,1959,1,,
2097,,19504.0,"ул. Муромская, д. 59, Москва",91.0,1959,1,,
2098,,21809.0,"ул. Оренбургская, д. 5, к. 1, Москва",105.0,1951,1,,
2099,,21810.0,"ул. Оренбургская, д. 5, к. 2, Москва",104.2,1953,1,,
2100,,21811.0,"ул. Оренбургская, д. 5, к. 3, Москва",123.6,1951,1,,
2101,,21812.0,"ул. Оренбургская, д. 5, к. 4, Москва",107.1,1954,1,,
2102,,21816.0,"ул. Оренбургская, д. 7, к. 1, Москва",114.7,1951,1,,
2103,,21817.0,"ул. Оренбургская, д. 7, к. 2, Москва",115.6,1953,1,,
2104,,21818.0,"ул. Оренбургская, д. 7, к. 3, Москва",119.8,1953,1,,
2105,,21819.0,"ул. Оренбургская, д. 7, к. 4, Москва",152.2,1951,1,,
2106,,21823.0,"ул. Оренбургская, д. 9, к. 1, Москва",106.0,1951,1,,
2107,,21824.0,"ул. Оренбургская, д. 9, к. 2, Москва",107.0,1955,1,,
2108,,21825.0,"ул. Оренбургская, д. 9, к. 3, Москва",129.0,1957,1,,
2109,,22342.0,"ш. Очаковское, д. 8, к. 6, Москва",221.0,2009,1,,
2110,,22343.0,"ш. Очаковское, д. 8, к. 7, Москва",893.0,2009,1,,
2111,,23846.0,"ул. Поселковая, д. 47, Москва",196.0,1939,1,1,3
2112,,24055.0,"г. Зеленоград, проезд. 6537-й, д. 1, Москва",472.0,2009,1,,
2113,,24056.0,"г. Зеленоград, проезд. 6537-й, д. 3, Москва",472.0,2009,1,,
2114,,24057.0,"г. Зеленоград, проезд. 6537-й, д. 5, Москва",473.0,2009,1,,
2115,,24058.0,"г. Зеленоград, проезд. 6537-й, д. 9, Москва",473.0,2009,1,,
2116,,24059.0,"г. Зеленоград, проезд. 6537-й, д. 11, Москва",472.0,2009,1,,
2117,,24060.0,"г. Зеленоград, проезд. 6537-й, д. 13, Москва",470.0,2009,1,,
2118,,24061.0,"г. Зеленоград, проезд. 6537-й, д. 15, Москва",471.0,2009,1,,
2119,,24062.0,"г. Зеленоград, проезд. 6537-й, д. 17, Москва",470.0,2009,1,,
2120,,24063.0,"г. Зеленоград, проезд. 6537-й, д. 19, Москва",468.0,2009,1,,
2121,,24064.0,"г. Зеленоград, проезд. 6537-й, д. 21, Москва",469.0,2009,1,,
2122,,24065.0,"г. Зеленоград, проезд. 6537-й, д. 23, Москва",469.0,2009,1,,
2124,,24468.0,"г. Троицк, ул. Пушковых, д. 9, Москва",3251.8,1975,1,,
